Ref,Val,Package,PosX,PosY,Rot,Side
"J301","A2541WV-10P","PinHeader_1x10_P2.54mm_Vertical_Male",120.000000,-110.060000,0.000000,bottom
"J302","A2541WV-10P","PinHeader_1x10_P2.54mm_Vertical_Male",160.000000,-110.060000,0.000000,bottom
